I17_kodas_is,I17_kodas_ps,I17_kodas_os,I17_serija  ,I17_kodas_us_a,I17_kodas_us,I17_frakcija,I17_kiekis      ,I17_atiduota    ,I17_rezervas    ,I17_pard_uzs    ,I17_pirk_uzs    ,I17_suma      ,I17_p_pir_k   ,I17_p_pir_d         ,I17_p_par_k   ,I17_p_par_d         ,I17_vid_uzs     ,I17_reikalavimas,I17_kelyje      ,I17_kaina     ,I17_useris  ,I17_addusr  ,I17_r_date          ,Kiekis_a                      ,Kiekis_p                      ,Kiekis_at                     ,Kiekis_re                     ,Bar_kodas   ,P_pav                                                                                                                   ,Kaina         ,Kiekis_ke                     ,Kiekis_fi                     ,Kiekis_piu                    ,Kiekis_pru                    ,N17_kodas_ls_1,N17_kodas_ls_2,N17_kodas_ls_3,N17_kodas_ls_4,N17_kodas_ls_5,N17_kodas_ls_6,N17_kodas_ls_7,N17_kodas_ls_8,P_pavu                                                                                                                                                ,Men_pav                                                                                                                                               ,N17_kod_t                ,N17_kod_t1               ,N17_kod_t2               ,Sav_kaina     ,N17_kodas_ks,N17_kodas_gs,N37_koefici     ,N37_frakcija_a,I33_kodas_ps,I33_kodas_is,I33_kodas_us,I33_kaina     ,I33_kaina_new ,I33_ppk       ,I33_ppk_date        ,I33_kodas_vl,I33_ppk_val         ,I33_ppk_sav   ,I33_ppk_sav_date    ,I33_addusr  ,I33_useris  ,I33_r_date          ,I33_formatas,I33_poz,I33_kaina_baz ,I33_poz_pos,I33_nuol_gr,I33_max_nuol  ,I33_poz_date,I33_beg_date        ,I33_end_date        ,I33_nuolaida  ,I33_kaina_date      ,N17_kodas_ps
3,V-0026      ,            ,            ,VNT           ,VNT         ,1,7,0,0,0,0,0,0,2025.05.02 00:00    ,0,1900.01.01 00:00    ,0,0,0,0,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,                7   VNT.......,                7   VNT.......,0,0,0,"Daþai Maestria 30 kg, raudoni                                                                                           ",0,                              ,7,0,0,              ,              ,              ,              ,              ,              ,              ,              ,                                                                                                                                                      ,                                                                                                                                                      ,                         ,                         ,                         ,0,            ,            ,1,1,V-0026      ,3,VNT         ,0,0,0,1900.01.01 00:00    ,            ,0,0,1900.01.01 00:00    ,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,0,       ,0,1,           ,0,0,2025.05.02 00:00    ,2025.05.02 00:00    ,0,1900.01.01 00:00    ,V-0026      
3,V-0027      ,            ,            ,VNT           ,VNT         ,1,19,0,0,0,0,0,0,2025.05.02 00:00    ,0,1900.01.01 00:00    ,0,0,0,0,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,               19   VNT.......,               19   VNT.......,0,0,0,"Daþai Maestria 30 kg, juodi                                                                                             ",0,                              ,19,0,0,              ,              ,              ,              ,              ,              ,              ,              ,                                                                                                                                                      ,                                                                                                                                                      ,                         ,                         ,                         ,0,            ,            ,1,1,V-0027      ,3,VNT         ,0,0,0,1900.01.01 00:00    ,            ,0,0,1900.01.01 00:00    ,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,0,       ,0,1,           ,0,0,2025.05.02 00:00    ,2025.05.02 00:00    ,0,1900.01.01 00:00    ,V-0027      
3,V-0028      ,            ,            ,VNT           ,VNT         ,1,14,0,0,0,0,0,0,2025.05.02 00:00    ,0,1900.01.01 00:00    ,0,0,0,0,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,               14   VNT.......,               14   VNT.......,0,0,0,"Daþai Berlac Basler 16 kg, balti                                                                                        ",0,                              ,14,0,0,              ,              ,              ,              ,              ,              ,              ,              ,                                                                                                                                                      ,                                                                                                                                                      ,                         ,                         ,                         ,0,            ,            ,1,1,V-0028      ,3,VNT         ,0,0,0,1900.01.01 00:00    ,            ,0,0,1900.01.01 00:00    ,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,0,       ,0,1,           ,0,0,2025.05.02 00:00    ,2025.05.02 00:00    ,0,1900.01.01 00:00    ,V-0028      
3,V-0029      ,            ,            ,VNT           ,VNT         ,1,9,0,0,0,0,0,0,2025.05.02 00:00    ,0,1900.01.01 00:00    ,0,0,0,0,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,                9   VNT.......,                9   VNT.......,0,0,0,"Daþai Berlac Basler 4 kg, geltoni                                                                                       ",0,                              ,9,0,0,              ,              ,              ,              ,              ,              ,              ,              ,                                                                                                                                                      ,                                                                                                                                                      ,                         ,                         ,                         ,0,            ,            ,1,1,V-0029      ,3,VNT         ,0,0,0,1900.01.01 00:00    ,            ,0,0,1900.01.01 00:00    ,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,0,       ,0,1,           ,0,0,2025.05.02 00:00    ,2025.05.02 00:00    ,0,1900.01.01 00:00    ,V-0029      
3,V-0030      ,            ,            ,VNT           ,VNT         ,1,6,0,0,0,0,0,0,2025.05.02 00:00    ,0,1900.01.01 00:00    ,0,0,0,0,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,                6   VNT.......,                6   VNT.......,0,0,0,"Daþai Berlac Basler 4 kg, raudoni                                                                                       ",0,                              ,6,0,0,              ,              ,              ,              ,              ,              ,              ,              ,                                                                                                                                                      ,                                                                                                                                                      ,                         ,                         ,                         ,0,            ,            ,1,1,V-0030      ,3,VNT         ,0,0,0,1900.01.01 00:00    ,            ,0,0,1900.01.01 00:00    ,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,0,       ,0,1,           ,0,0,2025.05.02 00:00    ,2025.05.02 00:00    ,0,1900.01.01 00:00    ,V-0030      
3,V-0031      ,            ,            ,VNT           ,VNT         ,1,6,0,0,0,0,0,0,2025.05.02 00:00    ,0,1900.01.01 00:00    ,0,0,0,0,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,                6   VNT.......,                6   VNT.......,0,0,0,"Daþai Berlac Basler 4 kg, balti                                                                                         ",0,                              ,6,0,0,              ,              ,              ,              ,              ,              ,              ,              ,                                                                                                                                                      ,                                                                                                                                                      ,                         ,                         ,                         ,0,            ,            ,1,1,V-0031      ,3,VNT         ,0,0,0,1900.01.01 00:00    ,            ,0,0,1900.01.01 00:00    ,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,0,       ,0,1,           ,0,0,2025.05.02 00:00    ,2025.05.02 00:00    ,0,1900.01.01 00:00    ,V-0031      
3,V-0032      ,            ,            ,VNT           ,VNT         ,1,10,0,0,0,0,0,0,2025.05.02 00:00    ,0,1900.01.01 00:00    ,0,0,0,0,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,               10   VNT.......,               10   VNT.......,0,0,0,Lakas Berlac Basler 4 kg                                                                                                ,0,                              ,10,0,0,              ,              ,              ,              ,              ,              ,              ,              ,                                                                                                                                                      ,                                                                                                                                                      ,                         ,                         ,                         ,0,            ,            ,1,1,V-0032      ,3,VNT         ,0,0,0,1900.01.01 00:00    ,            ,0,0,1900.01.01 00:00    ,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,0,       ,0,1,           ,0,0,2025.05.02 00:00    ,2025.05.02 00:00    ,0,1900.01.01 00:00    ,V-0032      
3,V-0033      ,            ,            ,VNT           ,VNT         ,1,16,0,0,0,0,0,0,2025.05.02 00:00    ,0,1900.01.01 00:00    ,0,0,0,0,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,               16   VNT.......,               16   VNT.......,0,0,0,"Daþø kietiklis Berlac Basler 3,2 kg                                                                                     ",0,                              ,16,0,0,              ,              ,              ,              ,              ,              ,              ,              ,                                                                                                                                                      ,                                                                                                                                                      ,                         ,                         ,                         ,0,            ,            ,1,1,V-0033      ,3,VNT         ,0,0,0,1900.01.01 00:00    ,            ,0,0,1900.01.01 00:00    ,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,0,       ,0,1,           ,0,0,2025.05.02 00:00    ,2025.05.02 00:00    ,0,1900.01.01 00:00    ,V-0033      
3,V-0034      ,            ,            ,VNT           ,VNT         ,1,18,0,0,0,0,0,0,2025.05.02 00:00    ,0,1900.01.01 00:00    ,0,0,0,0,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,               18   VNT.......,               18   VNT.......,0,0,0,"Daþø kietiklis Berlac Basler 0,8 kg                                                                                     ",0,                              ,18,0,0,              ,              ,              ,              ,              ,              ,              ,              ,                                                                                                                                                      ,                                                                                                                                                      ,                         ,                         ,                         ,0,            ,            ,1,1,V-0034      ,3,VNT         ,0,0,0,1900.01.01 00:00    ,            ,0,0,1900.01.01 00:00    ,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,0,       ,0,1,           ,0,0,2025.05.02 00:00    ,2025.05.02 00:00    ,0,1900.01.01 00:00    ,V-0034      
3,V-0035      ,            ,            ,VNT           ,VNT         ,1,13,0,0,0,0,0,0,2025.05.02 00:00    ,0,1900.01.01 00:00    ,0,0,0,0,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,               13   VNT.......,               13   VNT.......,0,0,0,Lako kietiklis Berlac Basler 1 kg                                                                                       ,0,                              ,13,0,0,              ,              ,              ,              ,              ,              ,              ,              ,                                                                                                                                                      ,                                                                                                                                                      ,                         ,                         ,                         ,0,            ,            ,1,1,V-0035      ,3,VNT         ,0,0,0,1900.01.01 00:00    ,            ,0,0,1900.01.01 00:00    ,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,0,       ,0,1,           ,0,0,2025.05.02 00:00    ,2025.05.02 00:00    ,0,1900.01.01 00:00    ,V-0035      
3,V-0036      ,            ,            ,VNT           ,VNT         ,1,19,0,0,0,0,0,0,2025.05.02 00:00    ,0,1900.01.01 00:00    ,0,0,0,0,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,               19   VNT.......,               19   VNT.......,0,0,0,"Purðkiamas plastikas Berlac Euromark 38 kg, baltas                                                                      ",0,                              ,19,0,0,              ,              ,              ,              ,              ,              ,              ,              ,                                                                                                                                                      ,                                                                                                                                                      ,                         ,                         ,                         ,0,            ,            ,1,1,V-0036      ,3,VNT         ,0,0,0,1900.01.01 00:00    ,            ,0,0,1900.01.01 00:00    ,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,0,       ,0,1,           ,0,0,2025.05.02 00:00    ,2025.05.02 00:00    ,0,1900.01.01 00:00    ,V-0036      
3,V-0037      ,            ,            ,VNT           ,VNT         ,1,15,0,0,0,0,0,0,2025.05.02 00:00    ,0,1900.01.01 00:00    ,0,0,0,0,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,               15   VNT.......,               15   VNT.......,0,0,0,"Purðkiamas plastikas Limboplast 40 kg, RAL 9016                                                                         ",0,                              ,15,0,0,              ,              ,              ,              ,              ,              ,              ,              ,                                                                                                                                                      ,                                                                                                                                                      ,                         ,                         ,                         ,0,            ,            ,1,1,V-0037      ,3,VNT         ,0,0,0,1900.01.01 00:00    ,            ,0,0,1900.01.01 00:00    ,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,0,       ,0,1,           ,0,0,2025.05.02 00:00    ,2025.05.02 00:00    ,0,1900.01.01 00:00    ,V-0037      
3,V-0038      ,            ,            ,VNT           ,VNT         ,1,4,0,0,0,0,0,0,2025.05.02 00:00    ,0,1900.01.01 00:00    ,0,0,0,0,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,                4   VNT.......,                4   VNT.......,0,0,0,"Daþai Trilacolor 20 kg, raudoni                                                                                         ",0,                              ,4,0,0,              ,              ,              ,              ,              ,              ,              ,              ,                                                                                                                                                      ,                                                                                                                                                      ,                         ,                         ,                         ,0,            ,            ,1,1,V-0038      ,3,VNT         ,0,0,0,1900.01.01 00:00    ,            ,0,0,1900.01.01 00:00    ,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,0,       ,0,1,           ,0,0,2025.05.02 00:00    ,2025.05.02 00:00    ,0,1900.01.01 00:00    ,V-0038      
3,V-0039      ,            ,            ,VNT           ,VNT         ,1,4,0,0,0,0,0,0,2025.05.02 00:00    ,0,1900.01.01 00:00    ,0,0,0,0,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,                4   VNT.......,                4   VNT.......,0,0,0,"Daþai Trilacolor 20 kg, geltoni                                                                                         ",0,                              ,4,0,0,              ,              ,              ,              ,              ,              ,              ,              ,                                                                                                                                                      ,                                                                                                                                                      ,                         ,                         ,                         ,0,            ,            ,1,1,V-0039      ,3,VNT         ,0,0,0,1900.01.01 00:00    ,            ,0,0,1900.01.01 00:00    ,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,0,       ,0,1,           ,0,0,2025.05.02 00:00    ,2025.05.02 00:00    ,0,1900.01.01 00:00    ,V-0039      
3,V-0040      ,            ,            ,VNT           ,VNT         ,1,2,0,0,0,0,0,0,2025.05.02 00:00    ,0,1900.01.01 00:00    ,0,0,0,0,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,                2   VNT.......,                2   VNT.......,0,0,0,"Daþai Trilacolor 20 kg, balti                                                                                           ",0,                              ,2,0,0,              ,              ,              ,              ,              ,              ,              ,              ,                                                                                                                                                      ,                                                                                                                                                      ,                         ,                         ,                         ,0,            ,            ,1,1,V-0040      ,3,VNT         ,0,0,0,1900.01.01 00:00    ,            ,0,0,1900.01.01 00:00    ,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,0,       ,0,1,           ,0,0,2025.05.02 00:00    ,2025.05.02 00:00    ,0,1900.01.01 00:00    ,V-0040      
3,V-0041      ,            ,            ,VNT           ,VNT         ,1,3,0,0,0,0,0,0,2025.05.02 00:00    ,0,1900.01.01 00:00    ,0,0,0,0,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,                3   VNT.......,                3   VNT.......,0,0,0,Ðaltas plastikas Konturplast 35 kg                                                                                      ,0,                              ,3,0,0,              ,              ,              ,              ,              ,              ,              ,              ,                                                                                                                                                      ,                                                                                                                                                      ,                         ,                         ,                         ,0,            ,            ,1,1,V-0041      ,3,VNT         ,0,0,0,1900.01.01 00:00    ,            ,0,0,1900.01.01 00:00    ,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,0,       ,0,1,           ,0,0,2025.05.02 00:00    ,2025.05.02 00:00    ,0,1900.01.01 00:00    ,V-0041      
3,V-0042      ,            ,            ,VNT           ,VNT         ,1,3,0,0,0,0,0,0,2025.05.02 00:00    ,0,1900.01.01 00:00    ,0,0,0,0,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,                3   VNT.......,                3   VNT.......,0,0,0,Ðaltas plastikas Berlac Basler Bascoþlin 25 kg                                                                          ,0,                              ,3,0,0,              ,              ,              ,              ,              ,              ,              ,              ,                                                                                                                                                      ,                                                                                                                                                      ,                         ,                         ,                         ,0,            ,            ,1,1,V-0042      ,3,VNT         ,0,0,0,1900.01.01 00:00    ,            ,0,0,1900.01.01 00:00    ,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,0,       ,0,1,           ,0,0,2025.05.02 00:00    ,2025.05.02 00:00    ,0,1900.01.01 00:00    ,V-0042      
3,V-0043      ,            ,            ,VNT           ,VNT         ,1,1,0,0,0,0,0,0,2025.05.02 00:00    ,0,1900.01.01 00:00    ,0,0,0,0,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,                1   VNT.......,                1   VNT.......,0,0,0,Gruntas IZI-PRIME 20 kg                                                                                                 ,0,                              ,1,0,0,              ,              ,              ,              ,              ,              ,              ,              ,                                                                                                                                                      ,                                                                                                                                                      ,                         ,                         ,                         ,0,            ,            ,1,1,V-0043      ,3,VNT         ,0,0,0,1900.01.01 00:00    ,            ,0,0,1900.01.01 00:00    ,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,0,       ,0,1,           ,0,0,2025.05.02 00:00    ,2025.05.02 00:00    ,0,1900.01.01 00:00    ,V-0043      
3,V-0044      ,            ,            ,VNT           ,VNT         ,1,2,0,0,0,0,0,0,2025.05.02 00:00    ,0,1900.01.01 00:00    ,0,0,0,0,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,                2   VNT.......,                2   VNT.......,0,0,0,Daþai Visever x kg                                                                                                      ,0,                              ,2,0,0,              ,              ,              ,              ,              ,              ,              ,              ,                                                                                                                                                      ,                                                                                                                                                      ,                         ,                         ,                         ,0,            ,            ,1,1,V-0044      ,3,VNT         ,0,0,0,1900.01.01 00:00    ,            ,0,0,1900.01.01 00:00    ,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,0,       ,0,1,           ,0,0,2025.05.02 00:00    ,2025.05.02 00:00    ,0,1900.01.01 00:00    ,V-0044      
3,V-0045      ,            ,            ,VNT           ,VNT         ,1,12,0,0,0,0,0,0,2025.05.02 00:00    ,0,1900.01.01 00:00    ,0,0,0,0,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,               12   VNT.......,               12   VNT.......,0,0,0,Stiklo rutuliukai Echostar 20 kg                                                                                        ,0,                              ,12,0,0,              ,              ,              ,              ,              ,              ,              ,              ,                                                                                                                                                      ,                                                                                                                                                      ,                         ,                         ,                         ,0,            ,            ,1,1,V-0045      ,3,VNT         ,0,0,0,1900.01.01 00:00    ,            ,0,0,1900.01.01 00:00    ,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,0,       ,0,1,           ,0,0,2025.05.02 00:00    ,2025.05.02 00:00    ,0,1900.01.01 00:00    ,V-0045      
3,V-0046      ,            ,            ,VNT           ,VNT         ,1,4,0,0,0,0,0,0,2025.05.02 00:00    ,0,1900.01.01 00:00    ,0,0,0,0,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,                4   VNT.......,                4   VNT.......,0,0,0,"Daþai Helios Signocryl 24,5 kg, RAL 5024                                                                                ",0,                              ,4,0,0,              ,              ,              ,              ,              ,              ,              ,              ,                                                                                                                                                      ,                                                                                                                                                      ,                         ,                         ,                         ,0,            ,            ,1,1,V-0046      ,3,VNT         ,0,0,0,1900.01.01 00:00    ,            ,0,0,1900.01.01 00:00    ,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,0,       ,0,1,           ,0,0,2025.05.02 00:00    ,2025.05.02 00:00    ,0,1900.01.01 00:00    ,V-0046      
3,V-0047      ,            ,            ,VNT           ,VNT         ,1,3,0,0,0,0,0,0,2025.05.02 00:00    ,0,1900.01.01 00:00    ,0,0,0,0,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,                3   VNT.......,                3   VNT.......,0,0,0,"Daþai Helios Signocryl 24,5 kg, RAL 2009                                                                                ",0,                              ,3,0,0,              ,              ,              ,              ,              ,              ,              ,              ,                                                                                                                                                      ,                                                                                                                                                      ,                         ,                         ,                         ,0,            ,            ,1,1,V-0047      ,3,VNT         ,0,0,0,1900.01.01 00:00    ,            ,0,0,1900.01.01 00:00    ,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,0,       ,0,1,           ,0,0,2025.05.02 00:00    ,2025.05.02 00:00    ,0,1900.01.01 00:00    ,V-0047      
3,V-0048      ,            ,            ,VNT           ,VNT         ,1,1,0,0,0,0,0,0,2025.05.02 00:00    ,0,1900.01.01 00:00    ,0,0,0,0,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,                1   VNT.......,                1   VNT.......,0,0,0,"Daþai Helios Signocryl 24,5 kg, RAL 2004                                                                                ",0,                              ,1,0,0,              ,              ,              ,              ,              ,              ,              ,              ,                                                                                                                                                      ,                                                                                                                                                      ,                         ,                         ,                         ,0,            ,            ,1,1,V-0048      ,3,VNT         ,0,0,0,1900.01.01 00:00    ,            ,0,0,1900.01.01 00:00    ,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,0,       ,0,1,           ,0,0,2025.05.02 00:00    ,2025.05.02 00:00    ,0,1900.01.01 00:00    ,V-0048      
3,V-0049      ,            ,            ,VNT           ,VNT         ,1,1,0,0,0,0,0,0,2025.05.02 00:00    ,0,1900.01.01 00:00    ,0,0,0,0,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,                1   VNT.......,                1   VNT.......,0,0,0,"Daþai Helios Signocryl 24,5 kg, RAL 5021                                                                                ",0,                              ,1,0,0,              ,              ,              ,              ,              ,              ,              ,              ,                                                                                                                                                      ,                                                                                                                                                      ,                         ,                         ,                         ,0,            ,            ,1,1,V-0049      ,3,VNT         ,0,0,0,1900.01.01 00:00    ,            ,0,0,1900.01.01 00:00    ,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,0,       ,0,1,           ,0,0,2025.05.02 00:00    ,2025.05.02 00:00    ,0,1900.01.01 00:00    ,V-0049      
3,V-0050      ,            ,            ,VNT           ,VNT         ,1,1,0,0,0,0,0,0,2025.05.02 00:00    ,0,1900.01.01 00:00    ,0,0,0,0,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,                1   VNT.......,                1   VNT.......,0,0,0,"Daþai Helios Signocryl 24,5 kg, RAL3022                                                                                 ",0,                              ,1,0,0,              ,              ,              ,              ,              ,              ,              ,              ,                                                                                                                                                      ,                                                                                                                                                      ,                         ,                         ,                         ,0,            ,            ,1,1,V-0050      ,3,VNT         ,0,0,0,1900.01.01 00:00    ,            ,0,0,1900.01.01 00:00    ,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,0,       ,0,1,           ,0,0,2025.05.02 00:00    ,2025.05.02 00:00    ,0,1900.01.01 00:00    ,V-0050      
3,V-0051      ,            ,            ,VNT           ,VNT         ,1,1,0,0,0,0,0,0,2025.05.02 00:00    ,0,1900.01.01 00:00    ,0,0,0,0,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,                1   VNT.......,                1   VNT.......,0,0,0,"Daþai Helios Signocryl 24,5 kg, NCS 0550 - G90Y                                                                         ",0,                              ,1,0,0,              ,              ,              ,              ,              ,              ,              ,              ,                                                                                                                                                      ,                                                                                                                                                      ,                         ,                         ,                         ,0,            ,            ,1,1,V-0051      ,3,VNT         ,0,0,0,1900.01.01 00:00    ,            ,0,0,1900.01.01 00:00    ,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,0,       ,0,1,           ,0,0,2025.05.02 00:00    ,2025.05.02 00:00    ,0,1900.01.01 00:00    ,V-0051      
3,V-0052      ,            ,            ,VNT           ,VNT         ,1,1,0,0,0,0,0,0,2025.05.02 00:00    ,0,1900.01.01 00:00    ,0,0,0,0,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,                1   VNT.......,                1   VNT.......,0,0,0,"Daþai Helios Signocryl 24,5 kg, NCS S2030 - Y60R                                                                        ",0,                              ,1,0,0,              ,              ,              ,              ,              ,              ,              ,              ,                                                                                                                                                      ,                                                                                                                                                      ,                         ,                         ,                         ,0,            ,            ,1,1,V-0052      ,3,VNT         ,0,0,0,1900.01.01 00:00    ,            ,0,0,1900.01.01 00:00    ,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,0,       ,0,1,           ,0,0,2025.05.02 00:00    ,2025.05.02 00:00    ,0,1900.01.01 00:00    ,V-0052      
3,V-0053      ,            ,            ,VNT           ,VNT         ,1,4,0,0,0,0,0,0,2025.05.02 00:00    ,0,1900.01.01 00:00    ,0,0,0,0,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,                4   VNT.......,                4   VNT.......,0,0,0,"Daþai Helios Signodur 15 kg, balti                                                                                      ",0,                              ,4,0,0,              ,              ,              ,              ,              ,              ,              ,              ,                                                                                                                                                      ,                                                                                                                                                      ,                         ,                         ,                         ,0,            ,            ,1,1,V-0053      ,3,VNT         ,0,0,0,1900.01.01 00:00    ,            ,0,0,1900.01.01 00:00    ,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,0,       ,0,1,           ,0,0,2025.05.02 00:00    ,2025.05.02 00:00    ,0,1900.01.01 00:00    ,V-0053      
3,V-0054      ,            ,            ,VNT           ,VNT         ,1,5,0,0,0,0,0,0,2025.05.02 00:00    ,0,1900.01.01 00:00    ,0,0,0,0,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,                5   VNT.......,                5   VNT.......,0,0,0,"Daþai Berlac Euromark 38 kg, balti                                                                                      ",0,                              ,5,0,0,              ,              ,              ,              ,              ,              ,              ,              ,                                                                                                                                                      ,                                                                                                                                                      ,                         ,                         ,                         ,0,            ,            ,1,1,V-0054      ,3,VNT         ,0,0,0,1900.01.01 00:00    ,            ,0,0,1900.01.01 00:00    ,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,0,       ,0,1,           ,0,0,2025.05.02 00:00    ,2025.05.02 00:00    ,0,1900.01.01 00:00    ,V-0054      
3,V-0055      ,            ,            ,VNT           ,VNT         ,1,12,0,0,0,0,0,0,2025.05.02 00:00    ,0,1900.01.01 00:00    ,0,0,0,0,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,               12   VNT.......,               12   VNT.......,0,0,0,"Daþø kietiklis Berlac Euromark 1,14 kg                                                                                  ",0,                              ,12,0,0,              ,              ,              ,              ,              ,              ,              ,              ,                                                                                                                                                      ,                                                                                                                                                      ,                         ,                         ,                         ,0,            ,            ,1,1,V-0055      ,3,VNT         ,0,0,0,1900.01.01 00:00    ,            ,0,0,1900.01.01 00:00    ,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,0,       ,0,1,           ,0,0,2025.05.02 00:00    ,2025.05.02 00:00    ,0,1900.01.01 00:00    ,V-0055      
3,V-0056      ,            ,            ,VNT           ,VNT         ,1,9,0,0,0,0,0,0,2025.05.02 00:00    ,0,1900.01.01 00:00    ,0,0,0,0,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,                9   VNT.......,                9   VNT.......,0,0,0,Lakas Berlac Euromark 20 l                                                                                              ,0,                              ,9,0,0,              ,              ,              ,              ,              ,              ,              ,              ,                                                                                                                                                      ,                                                                                                                                                      ,                         ,                         ,                         ,0,            ,            ,1,1,V-0056      ,3,VNT         ,0,0,0,1900.01.01 00:00    ,            ,0,0,1900.01.01 00:00    ,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,0,       ,0,1,           ,0,0,2025.05.02 00:00    ,2025.05.02 00:00    ,0,1900.01.01 00:00    ,V-0056      
3,V-0057      ,            ,            ,VNT           ,VNT         ,1,2,0,0,0,0,0,0,2025.05.02 00:00    ,0,1900.01.01 00:00    ,0,0,0,0,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,                2   VNT.......,                2   VNT.......,0,0,0,"Daþai Berlac Euromark 38 kg, þali                                                                                       ",0,                              ,2,0,0,              ,              ,              ,              ,              ,              ,              ,              ,                                                                                                                                                      ,                                                                                                                                                      ,                         ,                         ,                         ,0,            ,            ,1,1,V-0057      ,3,VNT         ,0,0,0,1900.01.01 00:00    ,            ,0,0,1900.01.01 00:00    ,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,0,       ,0,1,           ,0,0,2025.05.02 00:00    ,2025.05.02 00:00    ,0,1900.01.01 00:00    ,V-0057      
3,V-0058      ,            ,            ,VNT           ,VNT         ,1,7,0,0,0,0,0,0,2025.05.02 00:00    ,0,1900.01.01 00:00    ,0,0,0,0,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,                7   VNT.......,                7   VNT.......,0,0,0,"Daþai Berlac Euromark 38 kg, geltoni                                                                                    ",0,                              ,7,0,0,              ,              ,              ,              ,              ,              ,              ,              ,                                                                                                                                                      ,                                                                                                                                                      ,                         ,                         ,                         ,0,            ,            ,1,1,V-0058      ,3,VNT         ,0,0,0,1900.01.01 00:00    ,            ,0,0,1900.01.01 00:00    ,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,0,       ,0,1,           ,0,0,2025.05.02 00:00    ,2025.05.02 00:00    ,0,1900.01.01 00:00    ,V-0058      
